question,user,category,detail1,detail2,detail3,detail4
무제한 통화연결음 서비스 해지는 어떻게 하나요?,개인,모바일,부가서비스,뮤직,무제한 통화연결음,
분실 및 도난으로 보상 받으려면 휴대폰 분실/파손 보험 신청을 언제까지 해야 하나요?,개인,모바일,부가서비스,안심/안전,휴대폰 분실/파손 보험,
가족 중 다른 사람의 포인트를 사용하려면 어떻게 해야 되나요?,개인,혜택,신청/변경불가,(구) 가족 무한사랑 클럽,,
맘카앱과 U+스마트홈 앱 중 어느것을 써야하나요?,개인,U+스마트홈,스마트홈 기기,맘카,,
통화상세내역 조회는 신청후 언제부터 확인이 가능한가요?,개인,서비스안내,홈페이지이용관련,,,
회원탈퇴와 서비스 이용 해지의 차이는 무엇인가요?,개인,서비스안내,U+ ID,,,
제휴카드 할인을 받지 못하였습니다. 어떻게 된건가요?,개인,혜택,기타 할인 혜택,,,
휴대폰 할부는 몇대까지 가능한가요?,개인,가입 및 변경,모바일,,,
월정액 유료서비스를 리모컨으로 해지할 수 있나요?,개인,TV,부가서비스,VOD월정액,,
일반 요금제를 이용하다가 데이터 요금제로 변경 시 위약금이 부과 되나요?,개인,모바일,요금제,LTE폰,,
문자 보내기에서 사용 가능한 무료 SMS 건수는 무엇인가요?,개인,모바일,부가서비스,통화/메시지,,
매너콜 문자메시지가 안 오네요?,개인,모바일,부가서비스,통화/메시지,매너콜,
장기해외여행 또는 장기해외출장으로 인해 휴대폰 일시정지가 필요합니다. 어떤 서류가 필요한가요?,개인,가입 및 변경,모바일,,,
"월정액 68,200원(부가세 포함) 미만 요금제로 변경하면 8,800원(부가세 포함) 할인은 종료되나요?",개인,결합 할인,유무선 결합,한방에Home,,
서비스 가입처를 확인하고 싶습니다.,개인,모바일,부가서비스,안심/안전,휴대폰번호 보호서비스,
서비스 이용 중 다른 휴대폰으로 기기변경을 하면 휴대폰 분실/파손 보험 서비스가 자동 해지되나요?,개인,모바일,부가서비스,안심/안전,휴대폰 분실/파손 보험,
VOD를 보는데 자꾸 끊겨요,개인,TV,장애/고장,,,
U+스팸차단 App은 어떤 어플인가요?,개인,모바일,부가서비스,통화/메시지,스팸차단,
플라스틱 멤버십 카드를 받은 후 별도 등록이 필요한가요?,개인,혜택,멤버십 혜택,멤버십카드 / 앱,,
할부 구매 후 서비스 해지 시 위약금은 어떻게 되나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
다른 할인 프로그램과 중복으로 등록되어 있으면 할인 순서는 어떻게 되나요?,개인,혜택,요금할인,,,
현재 U+인터넷을 사용하고 있는데 U+tv 가입시 요금청구 방법은 어떻게 되나요?,개인,TV,요금안내,,,
U+ 인터넷전화 서비스 이용 중 다른 번호로 변경이 가능한가요?,개인,가입 및 변경,인터넷전화,,,
최저보장속도란 무엇입니까?,개인,인터넷,속도/품질,,,
모뎀 장비를 잃어 버리거나 고장날 경우 어떻게 되나요?,개인,인터넷,장비안내,케이블모뎀,,
하루 데이터로밍 요금제를 신청하고 사용한 뒤 귀국했습니다. 한국 입국 시 자동으로 해지 되나요?,개인,해외로밍,WCDMA/GSM,,,
서비스의 해지는 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,휴대폰번호 보호서비스,
전화차단 시 그 사실을 내가(본인이) 확인할 수 없나요?,개인,모바일,부가서비스,통화/메시지,지정번호필터링,
기가인터넷으로 개통을 했는데 속도가 너무 느려요,개인,인터넷,상품안내,,,
아이지킴이는 어떤 서비스 인가요?,개인,모바일,부가서비스,안심/안전,아이지킴이,
서비스 해지는 어떻게 하나요?,개인,모바일,부가서비스,생활편의,PASS신용관리,
홈페이지의 통화상세내역 조회를 신청하면 번호가 모두 보이나요?,개인,서비스안내,홈페이지이용관련,,,
스마트 요금제에서 데이터를 마음껏 이용할 수 있나요?,개인,모바일,요금제,기타,,
분실폰 위치찾기 서비스는 어떻게 이용하나요?,개인,모바일,단말기(휴대폰),휴대폰분실파손,,
"기가인터넷 안심, 기가인터넷 안심slim 요금제는 기존 기가인터넷상품과 뭐가 다른가요?",개인,인터넷,상품안내,,,
U+tv 셋톱박스는 아무 리모컨이나 사용 가능한가요?,개인,TV,장비안내,셋톱박스,,
번호이동을 한 후 취소도 가능한가요?,개인,가입 및 변경,모바일,,,
IP 추가 가능한가요?,개인,인터넷,상품안내,,,
구매 비밀번호를 변경하고 싶어요,개인,TV,장애/고장,,,
휴대폰에서 U+와이파이 연결 방법을 알려주세요.,개인,인터넷,장애/고장,,,
베이직플랜으로 가입 후 식스플랜으로 변경할 수 있나요?,개인,혜택,휴대폰 살때 할인,단통법,,
음악을 더 추가할 수 있나요?,개인,U+스마트홈,스마트홈 기기,무드등,,
추가 셋톱 가입이 가능한가요?,개인,TV,상품안내,U+ tv,,
FREE_U+zone 어떻게 이용하죠?,개인,인터넷,U+zone,이용안내,,
벨음모아 상품을 해지 하고 싶습니다.,개인,모바일,부가서비스,뮤직,벨음모아,
"멤버십 카드를 이용할 수 없는데, 이유가 무엇인가요?",개인,혜택,멤버십 혜택,멤버십카드 / 앱,,
특정시간에 인터넷이 끊깁니다.,개인,인터넷,장애/고장,,,
인터넷은 사용이 되는데 전화는 사용이 안됩니다.,개인,전화,인터넷전화,장애/고장,,
표준요금제에 대해 알려주세요.,개인,모바일,요금제,기타,,
복지할인율(홈서비스)에 대해 알고 싶습니다.,개인,혜택,기타 할인 혜택,,,
U+인터넷/IPTV/전화를 이용하다 이사하는 지역에 설치가 불가하여 위약금없는 해지가 되었습니다. 택배수거가 가능한가요?,개인,가입 및 변경,인터넷,,,
통화중대기 서비스 신청은 어떻게 하나요?,개인,모바일,부가서비스,통화/메시지,통화중대기,
"자동로밍 서비스 이용시 문자서비스, 무선데이타 등 부가서비스도 해외에서 가능합니까?",개인,해외로밍,CDMA자동로밍,,,
셋톱박스가 자동으로 꺼집니다.,개인,TV,장애/고장,,,
가상번호는 일시 정지가 가능한가요?,개인,모바일,부가서비스,통화/메시지,듀얼넘버,
요금은 얼마인가요? 청구서에 뭐라고 적혀 나오나요?,개인,모바일,부가서비스,통화/메시지,자녀폰지킴이,
"요금 납부를 하고 싶은데, 무통장입금은 어떻게 하나요?",개인,요금 및 납부,요금납부,,,
데이터2배쿠폰을 사용할 수 있는 요금제가 따로 있나요?,개인,혜택,장기고객 혜택,,,
월 중간에 데이터 안심옵션/ 데이터 안심옵션 플러스를 가입하면 요금은 어떻게 되나요?,개인,모바일,부가서비스,데이터,데이터 안심옵션,
"다른 통신사 인터넷을 사용 중인데, 맘카에 가입할 수 있나요?",개인,U+스마트홈,스마트홈 기기,맘카,,
U+휴대폰 명의자 사망시 해지 방법?,개인,가입 및 변경,모바일,,,
도어센서 연결상태 확인메시지가 계속 뜬다면 어떻게 해야하나요?,개인,U+스마트홈,스마트홈 기기,도어센서,,
U+ tv가 뭐예요?,개인,TV,상품안내,U+ tv,,
"지원금을 받지않은 단말로 신규/기변 후, 언제까지 선택약정할인을 신청 가능한가요?",개인,혜택,휴대폰 살때 할인,단통법,,
부가서비스를 이용할 때 추가요금은 없나요?,개인,TV,상품안내,U+ tv,,
휴대폰을 변경하면 기존 멤버십 카드는 정지 되나요?,개인,혜택,멤버십 혜택,멤버십카드 / 앱,,
자녀폰 지킴이 서비스는 무엇인가요?,개인,모바일,부가서비스,통화/메시지,자녀폰지킴이,
선택약정할인 25 % 는 언제부터 가입이 가능한가요?,개인,혜택,요금할인,선택약정할인,,
U+모바일tv(교과월정액)전용 무료 데이터 2GB를 다 사용하고나면 어떻게 되나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,LTE 청소년에듀,
"결합한 가족 구성원 중 1인 이상이 월정액 65,890원인 데이터스페셜A 이상 요금을 이용하면 얼마나 할인되나요?",개인,결합 할인,유무선 결합,가족무한사랑(유무선),,
앱을 깔기만 하면 유해정보가 차단되나요?,개인,모바일,부가서비스,통화/메시지,자녀폰지킴이,
복지할인율(모바일)에 대해 알고 싶습니다.,개인,혜택,기타 할인 혜택,,,
은행 자동이체 되었는데 할인이 되지 않았습니다. 확인해 주세요.,개인,혜택,기타 할인 혜택,,,
자동로밍 서비스 요금은 어떻게 청구됩니까?,개인,해외로밍,서비스안내,,,
무료로 이용 가능한 서비스인가요?,개인,모바일,부가서비스,통화/메시지,통화중대기,
다이어트 요금제가 무엇인가요?,개인,모바일,요금제,,,
데이터 안심옵션과 데이터 안심옵션 플러스 가입은 어떻게 하나요?,개인,모바일,부가서비스,데이터,데이터 안심옵션,
TV 요금제 변경은 가능한가요?,개인,TV,상품안내,U+ tv,,
두 개의 번호 중 어느 번호로 전화나 메시지가 왔는지 구분 가능한가요?,개인,모바일,부가서비스,통화/메시지,듀얼넘버,
"해외에서 구입한 iphone 6, iphone 6 Plus 를 한국에서 사용하려는데 컨트리락 해제 여부를 어떻게 확인하나요?",개인,모바일,단말기(휴대폰),아이폰,,
"지로요금청구서로 변경하지 않았는데, 지로요금청구서가 왜 오는건가요?",개인,요금 및 납부,요금납부,,,
고객센터 앱으로 이번달 납부할 요금을 확인할 수 있나요?,개인,서비스안내,고객센터 앱,,,
가까운 LG U+직영점의 위치를 알고싶어요.,개인,서비스안내,홈페이지이용관련,,,
데이터 안심옵션 이용중인데 U+모바일tv 등 비디오 서비스를 볼 수 없어요.,개인,모바일,부가서비스,데이터,데이터 안심옵션,
도어센서가 제대로 작동하지 않아요.,개인,U+스마트홈,스마트홈 기기,도어센서,,
U+tv 가입 시 요금은 어떻게 되나요?,개인,TV,요금안내,,,
군입대를 했는데 일시정지를 못했어요. 다른 사람이 대신 신청할 수 있나요?,개인,가입 및 변경,군입대 일시정지,,,
아이디 변경이 가능한가요?,개인,서비스안내,정보변경,,,
쿠폰이 발송되었다는 문자를 받았습니다. 데이터가 바로 제공된건가요?,개인,혜택,장기고객 혜택,,,
셋톱박스는 판매도 하나요?,개인,TV,장비안내,셋톱박스,,
기존 스팸차단서비스와 차이점은 무엇인가요?,개인,모바일,부가서비스,통화/메시지,스팸차단,
"휴대폰 할부금을 중도상환 하는 경우, 적립혜택은 어떻게 되나요?",개인,혜택,신청/변경불가,제휴카드,,
인터넷 속도를 빠르게 해주는 패치가 있다고 하는데 제공하는지요?,개인,인터넷,속도/품질,,,
U+가족무한사랑 장기고객할인은 무엇인가요?,개인,혜택,장기고객 혜택,,,
국내의 국제전화수신차단 설정자가 해외 로밍(해외위치) 사용자로부터 전화 받는 경우 차단되나요?,개인,모바일,부가서비스,통화/메시지,국제전화수신차단,
휴대폰 단말기 할부는 몇개월까지 가능한가요?,개인,가입 및 변경,모바일,,,
"중고폰 가격보장 프로그램_폰케어플러스옵션 가입 시, 반드시 폰케어플로스 옵션을 가입해야하나요?",개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_폰케어플러스옵션,,
단말기 안에서 고객센터 연락처를 확인 할 수는 없나요?,개인,해외로밍,서비스안내,,,
사은품 신청은 어떻게 하나요?,개인,가입 및 변경,인터넷,,,
사용하던 멀티탭이 갑자기 앱에서 실행이 안됩니다.,개인,U+스마트홈,스마트홈 기기,멀티탭,,
"노트북,스마트폰 다 사용가능한가요?",개인,인터넷,U+zone,상품안내,,
"U+tv를 등록한 뒤 스피커에 '클로바, TV MBC 틀어줘'라고 말했는데, TV 채널이 변경되지 않아요. 어떻게 해야 하나요?",개인,U+스마트홈,스마트홈 기기,AI리모컨,,
휴대폰 보조금 지급 기준 및 금액을 알려 주세요.,개인,가입 및 변경,모바일,,,
"U+인터넷과 U+와이파이100 상품 이용 중, 인터넷만 해지할 수 있나요?",개인,가입 및 변경,인터넷,,,
"요금청구서를 이메일,휴대폰 청구서로 받을경우 별도 할인을 제공해주나요?",개인,혜택,기타 할인 혜택,,,
가족 구성원이 적립한 클럽포인트로 가족 구성원 누구든지 요금할인 받을 수 있나요?,개인,혜택,신청/변경불가,(구) 가족 무한사랑 클럽,,
U+ 모바일(휴대폰) 가입사실확인서를 받을 수 있나요?,개인,가입 및 변경,모바일,,,
문자메시지(SMS) 수신이 안되었습니다.,개인,모바일,부가서비스,안심/안전,로그인플러스,
고객센터로 해지했는데 홈페이지에서는 사용 상태로 나타나는데 왜 그런거예요?,개인,가입 및 변경,인터넷,,,
모뎀 장비도 이용중에 교체할 수 있나요?,개인,인터넷,장애/고장,,,
U+휴대폰 중고 단말기를 반납하고 싶어요. 어떻게 해야 하나요?,개인,가입 및 변경,모바일,,,
