	2021년 3월 12일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류(10)와이파이 끄라고해서 껏고 메일 보내라고 해서 보냈고 그럼 피드백 이 있어야하는거 아닌가요? 유관 부서로 메일 포워딩 하려고 보내라고 했습니까? 메일에도 말했듯이 이용료 내면서 이용하는 고객의 입장에서 내가 왜 이런 불편을 느껴야 하는지 이해가 전혀 가지 않네요 벌써 열흘도 훨씬 넘었네요 빠른 답변 바랍니다 ㅡ.ㅡ	0
752	2019년 2월 4일	별표 5개 만점에 1개를 받았습니다.	불편해요. 어느점이 불편한지 꼽지도 못할정도로 재생부터 영상찾기까지 전부 번거롭고 불편합니다. 시간이 지나면 적응이 되겠지라는 생각도 안들정도로 답답하고 불편합니다. 집에있는 시간동안 많이 의지했던 앱이었는데 이젠 앱 볼때마다 화가나요.	0
6672	2019년 10월 6일	별표 5개 만점에 3개를 받았습니다.	지상파는 안 나오나요? 지상파도 다시보고 싶어요ㅜㅜ	1
256	2020년 11월 27일	별표 5개 만점에 1개를 받았습니다.	다른 컨텐츠 무료인것이 유플tv는 모두유료시청! 신프로 조금은 이해하겠지만 너무심함 이제 왓쳐나 넷플로 갈아탈거임.	0
14749	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	굿!!!	1
3846	2019년 1월 13일	별표 5개 만점에 1개를 받았습니다.	완전 짜증남 로그인 완전 맞게 10번 이상을 햇는데 로그인 중 뜨다가 오류 낫다함 개빡친다 진짜	0
5201	2019년 1월 30일	별표 5개 만점에 5개를 받았습니다.	디자인도 세련되고 편리해요! 너무 좋아요!	1
5035	2019년 9월 18일	별표 5개 만점에 1개를 받았습니다.	로그인이 자꾸실패하는데 왜그런건가요;;	0
2879	2019년 3월 19일	별표 5개 만점에 4개를 받았습니다.	제가 만원짜리 무료쿠폰이 있어서 이용하기 누르고 사용했는데 결제가 되었어요 다운받다가 급하게 취소하였고 영화는 하나도 보지 않았는데 취소가능한가요?	1
2345	2019년 12월 22일	별표 5개 만점에 1개를 받았습니다.	최신 업데이트 설치가 정상적으로 되지 않아서 실행이 안됩니다. 재설치, 업데이트 전체 삭제 후 다시 재설치해도 같은 현상이네요	0
10949	2019년 10월 12일	별표 5개 만점에 1개를 받았습니다.	최신 드라마 없음ㆍㅜㅜ	0
10877	2018년 10월 20일	별표 5개 만점에 5개를 받았습니다.	너무 좋아요	1
15234	2018년 10월 16일	별표 5개 만점에 5개를 받았습니다.	개굳	1
2767	2019년 9월 2일	별표 5개 만점에 5개를 받았습니다.	잘쓰고 있습니다 앞으로도 업데 많이 해주세요 운영자님 그럼 엣날 기본 무료는 검색해서 봐야되나요 ???ㅠㅠ그게 더 힘든데 다시 얼래 대로 해주세요 ㅠㅠ편하게 볼수 있게요 ㅠㅠ	1
7248	2020년 5월 25일	별표 5개 만점에 2개를 받았습니다.	지상파 다시보기는 안되는건가요?	0
6596	2020년 12월 8일	별표 5개 만점에 1개를 받았습니다.	업데이트가 왜 안됨???	0
5381	2020년 5월 7일	별표 5개 만점에 5개를 받았습니다.	업데이트가 안되고 계속 돌고있네요..어떻게 해야될까요?	1
11838	2020년 7월 19일	별표 5개 만점에 5개를 받았습니다.	짱	1
209	2020년 11월 21일	별표 5개 만점에 1개를 받았습니다.	아니 프리미엄 회원이라 쿠폰 이용까지 주셨으면 결제도 당연히 가능하게 해야하는거 아닌가요? 구매하는데 게속 현재 페이지를 이용할수없다고 그러면 쿠폰의 주신이유도 이해가 안가네요;;; 빠른조치 부탁드립니다.	0
9694	2020년 2월 1일	별표 5개 만점에 1개를 받았습니다.	체크카드가 안돼네요 ^^ 바로 삭제합니다	0
1270	2019년 6월 8일	별표 5개 만점에 1개를 받았습니다.	이용자체불가. 실시간티비나 영화 탭은 아예 먹통이에요. 화면이 바뀌지 않습니다. 홈화면에 있는거 누르면 해당페이지는 현재 이용하실수 없습니다 라고 나와요. 한이틀됐는데 엄청짜증나네요	0
4373	2020년 5월 2일	별표 5개 만점에 1개를 받았습니다.	자주 충돌이나고 튕겨져나와 시청불가한적이 많음. 오류코드b07n 등등	0
15849	2018년 7월 24일	별표 5개 만점에 3개를 받았습니다.	예능,실시간tv 볼때는 괜찮은데 영화볼때 지직하는 뭔가 찢어지는 소리가 계속 들립니다. 특정구간 그런건 아니구요 랜덤으로 계속 들렸다 안들렸다 하네요. 이어폰을 바꿔끼워도 마찬가지구요. 휴대폰은 2주 전 노트8로 바꿨는데 유튜브 또는 FLAC 음원을 들어도 아무 문제 없던데 꼭 비디오포털 영화볼때만 찢어지는 소리가 들리는데요. 이건 휴대폰 문제일까요?아니면 비디오포털의 문제일가요? 서비스센터 가니 휴대폰 문제는 아니라네요. 혹시나 해서 다른 영화도 봤는데 같은 현상이에요. 독전(소장),신과함께, 인턴(소장) 그 외 영화도 마찬가지구요.특정 영화가 그런건 아닌것같은데..	1
10830	2019년 1월 31일	별표 5개 만점에 5개를 받았습니다.	굿. 굿. 아주. 좋아요 ㅋㅋ	1
13501	2019년 8월 24일	별표 5개 만점에 3개를 받았습니다.	좋아요	1
9501	2019년 6월 14일	별표 5개 만점에 1개를 받았습니다.	언제쯤 다시 사용 할 수 있는거죠?	0
8881	2019년 2월 23일	별표 5개 만점에 4개를 받았습니다.	많이 좋아졌네요.감사합니다.	1
7939	2019년 2월 22일	별표 5개 만점에 1개를 받았습니다.	이벤트보고왔어요 힘내세요 담당자님!	0
8424	2019년 10월 12일	별표 5개 만점에 4개를 받았습니다.	그냥 그럭저럭 보고있어요. 무료영화 좀 많이 베풀어주세요.	1
713	2019년 2월 23일	별표 5개 만점에 1개를 받았습니다.	이전보다 훨씬 불편합니다. 실시간 편성시간도 이전에는 다른채널보거나 하면 실시간 반영되었는데 지금은 예를들어 12시에보고 있는데 채널은 8시, 그 시간대 프로그램 이미지가떠 있어서 홈버튼 누르거나 앱을 껐다가 다시 열어야 실시간으로 변경된다 또 한 프로그램 볼때 이전버전은 회차정보를 클릭해서 바로 보던회차 앞뒤로 선택할수 있었는데 지금은 이미지 설명등이 있고 최신, 혹은 1회부터 넘겨야해서 더보기 버튼을 몇차례 눌러서 찾아야한다 매번... 이전버전 훨씬 불편하다	0
14567	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	좋아요♡♡	1
1470	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	아직은적응중입니다만 깔끔하고보기좋네요~ 이벤트도많고~ 다만..먼저버전에익숙해있어서.. 어디가어딘지..먼저버전에서많이쓰던부분이 부각되게해주시면좋을듯요~ 잘쓰겠습니다~^^ cretic7313@네이버닷컴	1
7697	2019년 2월 15일	별표 5개 만점에 4개를 받았습니다.	영상 보기 편해졌어여‥^^	1
11149	2018년 10월 15일	별표 5개 만점에 4개를 받았습니다.	참~~좋아요^^	1
11237	2019년 11월 16일	별표 5개 만점에 5개를 받았습니다.	굿. 좋아요	1
14312	2019년 4월 10일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
6116	2019년 2월 7일	별표 5개 만점에 1개를 받았습니다.	업데이트 실패의 대표적인 사례	0
4348	2019년 2월 15일	별표 5개 만점에 5개를 받았습니다.	스트리밍도 안끊어져서 좋고 전반적으로 앱이 더 세련되졌어요. whitesta007@지메일닷컴	1
1475	2019년 2월 12일	별표 5개 만점에 1개를 받았습니다.	죄송합니다. 해당 페이지는 현재 이용하실 수 없습니다. 라고 뜨면서 영상도 안봐지고 페이지 자체가 안나오네요. 그리고 업데이트된 버전이 예전 버전보다 불편해요. 얼른 해결해주세요.	0
6874	2019년 1월 31일	별표 5개 만점에 5개를 받았습니다.	세련되고 깔끔해졌어요	1
6618	2019년 2월 12일	별표 5개 만점에 1개를 받았습니다.	어떻게 더 쓰레기를 만드냐... 더불편하고 느리고	0
13888	2019년 2월 23일	별표 5개 만점에 5개를 받았습니다.	굿	1
7762	2019년 2월 15일	별표 5개 만점에 1개를 받았습니다.	리뉴얼되고나서.더.불편해요....	0
11724	2020년 7월 25일	별표 5개 만점에 5개를 받았습니다.	안녕하세요	1
8412	2018년 11월 15일	별표 5개 만점에 4개를 받았습니다.	생소한 것이 만아요	1
692	2019년 2월 3일	별표 5개 만점에 1개를 받았습니다.	업데이트 되고나서 불편한점 1. 새로고침 버튼이 없어져서 실시간 티비시청시 불편해요 2. 어떨때는 작은창(듀얼식으로 인터넷하면서 티비 화면 보는걸 동시에)으로 볼 수 있는 아이콘이 나오고 또 어떨때는 나오지가 않고 어떻게 해야지 되는지 도통모르겠음	0
13892	2019년 2월 24일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
5850	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	업뎃후에 오류떠서 접속이 안되여 ㅡ.ㅡ	0
7123	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	기존의 앱보다 더 깔끔해진 것 같습니다!! ehfp1566@네이버닷컴	1
15394	2018년 10월 16일	별표 5개 만점에 5개를 받았습니다.	굳	1
13309	2019년 9월 7일	별표 5개 만점에 5개를 받았습니다.	굳굳	1
4198	2021년 2월 5일	별표 5개 만점에 4개를 받았습니다.	중국어 공부하는 언어 프로그램 없어진건가요? ㅠㅠ 이젠 어서보죠?중국어첫걸음	1
5379	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	최근 내가사용한 내역을 한눈에 볼수있어 사용하기 편해요	1
13990	2019년 2월 19일	별표 5개 만점에 5개를 받았습니다.	굿	1
6298	2019년 6월 19일	별표 5개 만점에 3개를 받았습니다.	업데이트 되고 더 불편해고 사용하기 나빠졌네요..	1
14092	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	왜 접속이 안되나요??	0
7464	2019년 9월 3일	별표 5개 만점에 1개를 받았습니다.	업데이트 하는데 무신 한시간이걸러 개짜증	0
10712	2019년 2월 23일	별표 5개 만점에 5개를 받았습니다.	화질도굿 무료영화도 굿	1
13712	2019년 2월 15일	별표 5개 만점에 1개를 받았습니다.	많이 이상해졌어	0
15432	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	굿	1
15938	2018년 8월 26일	별표 5개 만점에 2개를 받았습니다.	영화 월정액 가입되있는데 영화보려고 들어가면 가입하라 하고 가입내역보면 가입되어있고 재설치해도 똑같네요 돈아까워라	0
5280	2019년 6월 11일	별표 5개 만점에 1개를 받았습니다.	갑자기 해당페이지를 열수없습니다 뜨네요 ...	0
15596	2018년 10월 16일	별표 5개 만점에 4개를 받았습니다.	좋아	1
11672	2020년 10월 8일	별표 5개 만점에 4개를 받았습니다.	괜찮음	1
12463	2019년 12월 26일	별표 5개 만점에 5개를 받았습니다.	굿	1
14507	2019년 2월 1일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
4757	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	오류나서 볼수가 없네요..실행자체가 안되요	0
3456	2019년 1월 31일	별표 5개 만점에 5개를 받았습니다.	메뉴 구성이 깔끔하네요~기분 탓인지 모르겠지만, 속도도 빨라진 것 같고!	1
11081	2019년 8월 13일	별표 5개 만점에 1개를 받았습니다.	안들어가져요	0
14468	2019년 1월 31일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
1849	2020년 7월 24일	별표 5개 만점에 2개를 받았습니다.	얼마전부터 계속 네트워크 오류로 재생할 수 없다는 메세지가 뜹니다. 십분 시청한다면 10번정도 인듯합니다. 데이터로 시청 중입니다. 이 앱에서만 그렇습니다만	0
3592	2019년 8월 4일	별표 5개 만점에 1개를 받았습니다.	왜 자꾸 보다가 갑자기 앱이 팅기냐. 지상파 vod도 끊긴 마당에 남은 서비스라도 제대로 좀...	0
4386	2019년 6월 1일	별표 5개 만점에 3개를 받았습니다.	영상에 버퍼링이 계속 걸려요 그것만 고쳐주시면 더 좋을것 같아요	1
10039	2019년 10월 15일	별표 5개 만점에 1개를 받았습니다.	업데이트가 되지않습니다.	0
13034	2019년 11월 20일	별표 5개 만점에 5개를 받았습니다.	좋음	1
13437	2019년 5월 13일	별표 5개 만점에 5개를 받았습니다.	기타	1
8460	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	업데이트 후 실행 안됩니다	0
9933	2019년 10월 18일	별표 5개 만점에 5개를 받았습니다.	빨라서좋아요	1
1448	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	별을 안주고 싶은데.. 매달 업데이트는 하는데 인터페이스나 아무것도 바뀌는것도 없는데 왜 업데이트를 할까? 엘지앱은 다 그렇다 모바일멤버쉽 카드도 그렇고... 왜 업데이트 하는지 댓글좀 달아주실수 있으세요?	0
7180	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	좋아요~ 앞으로 신작 업글 자주자주되길바래요	1
13062	2019년 6월 17일	별표 5개 만점에 3개를 받았습니다.	다시보기 빈번히 네트워크 연결이 좋지 못하다는 메시지 뜨면서 재생이 안되네요. 와이파이 및 88요금제인데 서버쪽 문제인지? 넷플릭스는 전혀 이런문제 없습니다만 ㅡ.ㅡ	1
11013	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	내 리뷰어디갔냐 ㅋㅋ지웠냐?	0
10703	2020년 6월 2일	별표 5개 만점에 1개를 받았습니다.	엘지가 그러치 뭐...	0
11779	2020년 10월 11일	별표 5개 만점에 3개를 받았습니다.	굿	1
4310	2020년 4월 2일	별표 5개 만점에 2개를 받았습니다.	성장문답 이라는 동영상이 아무것도 재생이 안되네요 수정 좀 부탁드릴게요	0
6140	2020년 5월 31일	별표 5개 만점에 1개를 받았습니다.	tv에서 mbc월정액을 구매해서 보고있는데 휴대폰으로도 보고싶어서 설치했는데 mbc영화,드라마는 아예 안나오네요	0
2508	2018년 12월 25일	별표 5개 만점에 5개를 받았습니다.	다좋긴좋아요 하지만 한가지짜증나는거있어요 아니 영상보면서 계속 멈추고 다시 재생하다 또다시멈추고 너무짜증나요 제발고쳐주세요..ㅠ	1
15693	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	굿	1
12577	2019년 10월 11일	별표 5개 만점에 3개를 받았습니다.	최고입니다.	1
9655	2019년 6월 27일	별표 5개 만점에 5개를 받았습니다.	가끔눈좀뜨자.	1
15757	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	최고	1
4783	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	업데이트하고 무료에니 찾기 어려움 업데이트가아닌 다운그레이드 인듯	0
1803	2019년 2월 16일	별표 5개 만점에 1개를 받았습니다.	기존보다 컨텐츠가 더 줄어들고, 영화에만 집착. 교육컨텐츠는 하나도 안남았고, UI는 사용자 편의성을 완전히 배제함. 최악의 업그레이드.	0
3854	2021년 1월 31일	별표 5개 만점에 1개를 받았습니다.	없는게 차라리 낫겠다.볼게 없슴	0
3045	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	후...업데이트이후 오류도심하고 느리고 강종도되고 이전 비디오포털이 훨씬편했습니다 자주이용하는데 불편해져서 월정액해놓은것도 취소하려고합니다	0
